нуYPredicted,Var2
12.37786,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\29676.jpg
14.97192,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\29727.jpg
21.06693,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\29828.jpg
13.53203,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\29837.jpg
16.53828,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\29928.jpg
18.46994,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\29952.jpg
15.58459,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\30011.jpg
15.76311,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\30077.jpg
18.53823,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\30124.jpg
12.31597,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\30189.jpg
16.10041,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\30352.jpg
14.3072,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\30403.jpg
16.7505,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\30413.jpg
14.36162,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\30454.jpg
18.62582,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\30516.jpg
13.83646,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\30555.jpg
20.66848,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\30723.jpg
12.24933,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\30753.jpg
15.93456,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\30827.jpg
16.23093,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\30861.jpg
21.83938,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\30882.jpg
25.9995,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\30889.jpg
11.11844,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\30890.jpg
21.09167,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\30936.jpg
15.67194,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\30991.jpg
28.70248,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\31053.jpg
14.17412,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\31079.jpg
13.17015,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\31119.jpg
16.35755,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\31163.jpg
16.09508,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\31298.jpg
21.8088,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\31299.jpg
18.4991,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\31303.jpg
9.283865,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\31326.jpg
13.75378,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\31403.jpg
15.59006,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\31410.jpg
11.6345,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\31794.jpg
26.45539,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\31808.jpg
20.59894,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\31884.jpg
17.82477,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\32105.jpg
14.26732,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\32120.jpg
21.28646,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\32178.jpg
14.86793,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\32212.jpg
18.75792,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\32233.jpg
9.000741,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\32257.jpg
21.91116,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\32334.jpg
14.08885,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\32412.jpg
20.93517,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\32429.jpg
16.85496,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\32536.jpg
24.38224,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\32668.jpg
19.62458,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\32700.jpg
22.73377,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\32734.jpg
13.66726,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\32766.jpg
7.206651,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\33067.jpg
17.8139,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\33084.jpg
17.59829,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\33144.jpg
13.95598,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\33212.jpg
16.51323,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\33350.jpg
16.78131,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\33400.jpg
23.47688,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\33450.jpg
24.83329,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\33512.jpg
21.06188,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\33536.jpg
21.79952,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\33571.jpg
9.971656,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\33582.jpg
21.87097,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\33641.jpg
25.0645,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\33693.jpg
18.19635,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\33746.jpg
19.38973,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\33757.jpg
15.37745,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\33988.jpg
16.83431,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\34041.jpg
13.05845,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\34070.jpg
23.16466,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\34156.jpg
13.86286,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\34183.jpg
12.76092,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\34215.jpg
14.31724,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\34311.jpg
21.69862,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\34412.jpg
21.93159,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\34474.jpg
10.56223,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\34492.jpg
13.21533,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\34496.jpg
8.754459,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\34927.jpg
15.7614,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\34937.jpg
14.38517,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\34974.jpg
16.52489,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\35099.jpg
12.75675,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\35115.jpg
21.54941,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\35149.jpg
16.83383,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\35153.jpg
16.92028,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\35267.jpg
13.77033,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\35300.jpg
11.78691,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\35341.jpg
11.06426,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\35348.jpg
12.47146,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\35469.jpg
21.38772,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\35501.jpg
15.59643,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\35540.jpg
16.1966,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\35588.jpg
22.30133,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\35617.jpg
23.58773,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\35701.jpg
21.99702,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\35717.jpg
11.73077,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\35757.jpg
15.75709,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\35792.jpg
17.69916,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\35844.jpg
21.92501,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\35883.jpg
16.31117,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\36095.jpg
12.28406,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\36237.jpg
23.29948,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\36320.jpg
11.26877,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\36328.jpg
14.46072,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\36384.jpg
21.17228,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\36437.jpg
14.99774,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\36505.jpg
21.40495,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\36548.jpg
10.27683,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\36587.jpg
12.94918,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\36591.jpg
17.25352,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\36615.jpg
17.30671,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\36698.jpg
21.99874,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\36713.jpg
19.50628,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\36725.jpg
17.4523,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\36751.jpg
14.5783,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\36865.jpg
12.34903,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\36875.jpg
20.48586,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\36915.jpg
15.3201,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\37019.jpg
18.0906,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\37191.jpg
16.13566,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\37196.jpg
23.23664,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\37211.jpg
10.72287,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\37397.jpg
10.34336,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\37550.jpg
13.96501,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\37643.jpg
18.53587,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\37727.jpg
25.45789,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\37736.jpg
16.49581,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\37876.jpg
19.95967,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\37943.jpg
20.8776,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\38020.jpg
16.7494,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\38110.jpg
13.00196,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\38206.jpg
15.82188,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\38263.jpg
8.210229,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\38302.jpg
15.22459,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\38319.jpg
12.38996,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\38356.jpg
11.18367,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\38359.jpg
20.87441,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\38386.jpg
20.54573,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\38568.jpg
13.08369,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\38681.jpg
22.51774,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\38794.jpg
14.59429,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\38947.jpg
12.93848,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\39044.jpg
16.01768,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\39045.jpg
20.8126,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\39128.jpg
13.57843,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\39194.jpg
18.21919,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\39298.jpg
16.84858,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\39316.jpg
17.03985,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\39369.jpg
17.91966,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\39393.jpg
14.27961,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\39784.jpg
14.68237,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\39931.jpg
18.4671,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\39936.jpg
20.49478,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\39948.jpg
23.56267,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\39958.jpg
17.50233,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\40036.jpg
14.2728,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\40236.jpg
25.90676,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\40251.jpg
19.86973,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\40280.jpg
20.18118,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\40284.jpg
17.5797,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\40360.jpg
16.43725,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\40517.jpg
12.86842,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\40612.jpg
16.57356,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\40621.jpg
20.08591,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\40719.jpg
15.01839,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\40778.jpg
14.96674,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\40872.jpg
16.20562,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\40890.jpg
10.40027,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\40898.jpg
22.30093,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\40990.jpg
16.61438,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\41091.jpg
20.37056,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\41139.jpg
18.46012,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\41148.jpg
16.53951,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\41154.jpg
17.43281,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\41251.jpg
9.799519,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\41312.jpg
12.85864,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\41332.jpg
17.15388,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\41722.jpg
17.35719,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\41752.jpg
14.26515,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\41814.jpg
9.062369,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\41838.jpg
18.56997,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\41893.jpg
22.80833,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\41944.jpg
14.95103,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\41961.jpg
13.05845,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\42011.jpg
24.54609,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\42118.jpg
17.29044,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\42176.jpg
18.25499,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\42291.jpg
9.19573,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\42295.jpg
20.44305,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\42306.jpg
16.53009,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\42438.jpg
18.43902,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\42594.jpg
16.88503,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\42632.jpg
11.56713,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\42654.jpg
8.164281,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\42836.jpg
13.31341,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\42889.jpg
10.46567,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\42908.jpg
26.68698,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\43107.jpg
15.29463,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\43154.jpg
13.62695,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\43208.jpg
11.18099,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\43399.jpg
22.88917,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\43628.jpg
13.69951,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\43637.jpg
11.01519,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\43650.jpg
15.18831,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\43860.jpg
24.37355,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\43930.jpg
9.495976,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\44206.jpg
20.37648,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\44340.jpg
9.822062,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\44383.jpg
11.24891,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\44441.jpg
14.61194,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\44464.jpg
12.82291,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\44477.jpg
18.00956,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\44566.jpg
20.15217,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\44644.jpg
14.12746,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\44666.jpg
10.95529,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\44679.jpg
10.32503,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\44719.jpg
9.831982,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\50\44723.jpg
15.09511,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\train\20\122542.jpg
12.9707,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\train\20\122550.jpg
13.85501,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\train\20\122573.jpg
9.250555,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\train\20\122642.jpg
12.95541,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\train\20\122646.jpg
21.19004,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\train\20\122716.jpg
22.67754,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\train\20\122776.jpg
12.95691,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\train\20\122810.jpg
15.69418,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\train\20\122819.jpg
10.14743,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\train\20\122829.jpg
13.77684,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\train\20\122886.jpg
10.09359,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\train\20\122939.jpg
21.28176,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\train\20\122953.jpg
9.746341,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\train\20\122979.jpg
16.42121,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\train\20\123283.jpg
16.70993,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\train\20\123401.jpg
15.48321,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\train\20\123479.jpg
10.2119,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\train\20\123568.jpg
15.7713,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\train\20\123600.jpg
11.18933,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\train\20\123670.jpg
11.15466,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\train\20\123799.jpg
14.37743,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\train\20\123832.jpg
14.45036,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\train\20\123952.jpg
26.59599,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\train\20\123981.jpg
14.77733,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\train\20\124015.jpg
20.344,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\train\20\124092.jpg
10.74315,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\train\20\124306.jpg
8.712563,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\train\20\124399.jpg
13.1967,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\train\20\124402.jpg
18.14533,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\train\20\124412.jpg
21.74706,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\train\20\124459.jpg
17.67531,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\train\20\124515.jpg
13.96616,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\train\20\124528.jpg
14.53987,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\train\20\124561.jpg
14.73539,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\train\20\124633.jpg
9.118452,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\train\20\124671.jpg
10.54888,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\train\20\124740.jpg
12.97549,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\train\20\124747.jpg
18.66732,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\train\20\124759.jpg
9.132169,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\train\20\124815.jpg
13.81206,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\train\20\124873.jpg
11.92418,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\train\20\124956.jpg
19.90845,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\train\20\124968.jpg
12.27431,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\train\20\124981.jpg
24.08907,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\train\20\125128.jpg
12.8234,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\train\20\125151.jpg
13.47561,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\train\20\125174.jpg
12.91665,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\train\20\125202.jpg
13.78696,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\train\20\125262.jpg
12.47306,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\train\20\125265.jpg
11.26783,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\train\20\125307.jpg
14.8512,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\train\20\125408.jpg
13.27998,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\train\20\125467.jpg
9.30514,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\train\20\125481.jpg
20.46751,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\train\20\125494.jpg
14.89348,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\train\20\125542.jpg
15.31602,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\train\20\125567.jpg
18.02179,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\train\20\125591.jpg
7.092413,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\train\20\125700.jpg
13.97727,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\train\20\125706.jpg
10.62038,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\train\20\125722.jpg
